3.18309886e-01, 1.27001148e-05, 3.16210311e-01, 2.41749667e-03, 3.47223917e-03, 2.10940236e-03, 1.03558951e-01, 4.98456446e-03, 1.06257820e-01, 3.91546386e-04, 7.78328619e-03, 1.37916497e-03, 1.02117705e-01, 9.89347576e-04, 9.98439691e-02, 9.75992778e-04, 5.08395143e-03, 3.67399836e-03, 4.89264515e-03, 7.54169681e-04, 6.11042295e-02, 5.01654036e-03, 7.00127452e-02, 4.15039445e-03, 6.48792789e-02
3.18309886e-01, 1.26989039e-05, 3.16212000e-01, 2.40123384e-03, 3.42990417e-03, 2.09801435e-03, 1.03582035e-01, 4.93683312e-03, 1.06259717e-01, 3.61447278e-04, 7.72221413e-03, 1.36599011e-03, 1.02165130e-01, 9.44961298e-04, 9.98703317e-02, 9.75025464e-04, 5.03408229e-03, 3.61317704e-03, 4.87245855e-03, 7.53674459e-04, 6.10964336e-02, 5.00181042e-03, 6.99589007e-02, 4.13990302e-03, 6.48783375e-02
3.18309886e-01, 1.26725562e-05, 3.15979502e-01, 1.93573134e-03, 2.81903927e-03, 1.69133879e-03, 1.04231211e-01, 4.05849593e-03, 1.06440422e-01, 2.96155803e-04, 6.32720290e-03, 1.11566799e-03, 1.02346234e-01, 8.60389258e-04, 1.00573090e-01, 7.94583895e-04, 4.34178613e-03, 3.14449383e-03, 4.05135191e-03, 6.10252751e-04, 6.16266850e-02, 4.31493877e-03, 6.93830685e-02, 3.45831708e-03, 6.49053243e-02
3.18309886e-01, 1.26710865e-05, 3.15960984e-01, 1.90689393e-03, 2.78939359e-03, 1.66469464e-03, 1.04274948e-01, 4.00869430e-03, 1.06456409e-01, 3.08447109e-04, 6.23793320e-03, 1.10496105e-03, 1.02343286e-01, 8.74531079e-04, 1.00632358e-01, 7.80702476e-04, 4.29754206e-03, 3.12919877e-03, 3.98951012e-03, 5.99029615e-04, 6.16869582e-02, 4.25101143e-03, 6.93328254e-02, 3.40306329e-03, 6.49092365e-02
3.18309886e-01, 2.44660374e-05, 3.17900996e-01, 3.74104164e-03, 2.81083672e-03, 3.56765798e-03, 1.02726616e-01, 5.05058227e-03, 1.05103726e-01, 1.04456817e-03, 9.36924810e-03, 1.32946791e-03, 1.05417199e-01, 2.43264409e-03, 9.91356587e-02, 2.22687384e-03, 2.95358024e-03, 1.58997646e-03, 6.53672847e-03, 1.93008661e-03, 6.06928219e-02, 4.61527409e-03, 6.64174304e-02, 5.99568414e-03, 6.40373418e-02
3.18309886e-01, 2.44649968e-05, 3.17898720e-01, 3.73314191e-03, 2.79429879e-03, 3.56242398e-03, 1.02741041e-01, 5.03021884e-03, 1.05101062e-01, 1.04987237e-03, 9.34739936e-03, 1.32046525e-03, 1.05431847e-01, 2.43930896e-03, 9.91323619e-02, 2.22784811e-03, 2.92858304e-03, 1.57024214e-03, 6.53221446e-03, 1.93116648e-03, 6.07036755e-02, 4.59797061e-03, 6.64170939e-02, 5.99699545e-03, 6.40344062e-02
3.18309886e-01, 1.27245420e-05, 3.11826351e-01, 1.13350690e-03, 6.05650061e-03, 5.92907502e-04, 1.12511012e-01, 4.27192871e-03, 1.08330576e-01, 1.01230594e-02, 1.88975060e-03, 2.12711848e-03, 1.04452921e-01, 7.59189485e-03, 1.06118640e-01, 8.62015581e-05, 6.17995358e-03, 5.80731653e-03, 9.40053218e-04, 6.80699147e-05, 6.95966313e-02, 8.35367179e-03, 6.25701510e-02, 5.68016156e-04, 6.54503173e-02
3.18309886e-01, 1.27208588e-05, 3.11895227e-01, 1.10595186e-03, 5.92637808e-03, 5.76769152e-04, 1.12406214e-01, 4.17602573e-03, 1.08301476e-01, 9.92989986e-03, 1.84653141e-03, 2.07565234e-03, 1.04434406e-01, 7.45098131e-03, 1.06065523e-01, 8.23421325e-05, 6.09629264e-03, 5.69072018e-03, 9.13720969e-04, 6.68796166e-05, 6.95625221e-02, 8.24778144e-03, 6.26271452e-02, 5.51295758e-04, 6.54374707e-02
3.18309886e-01, 1.27460775e-05, 3.10572993e-01, 8.93664619e-04, 6.69830400e-03, 3.70324503e-04, 1.15563267e-01, 3.66792898e-03, 1.08122841e-01, 1.26332526e-02, 3.60983926e-03, 1.95985004e-03, 1.06910652e-01, 7.60685658e-03, 1.04301515e-01, 3.50458849e-05, 1.08032978e-02, 4.16992132e-03, 3.93636607e-04, 6.23236470e-05, 7.07573962e-02, 1.06165915e-02, 6.77204985e-02, 1.68137630e-04, 6.55553779e-02
3.18309886e-01, 1.27453736e-05, 3.10581633e-01, 8.88714107e-04, 6.67417889e-03, 3.67518086e-04, 1.15560972e-01, 3.65210952e-03, 1.08120578e-01, 1.26067826e-02, 3.58542807e-03, 1.95095905e-03, 1.06939141e-01, 7.59092884e-03, 1.04307174e-01, 3.46242740e-05, 1.08202563e-02, 4.15637703e-03, 3.87729614e-04, 6.20356929e-05, 7.07218707e-02, 1.06265267e-02, 6.76970344e-02, 1.64479268e-04, 6.55529837e-02
3.18309886e-01, 1.27322562e-05, 3.13249554e-01, 1.56469784e-03, 6.50739441e-03, 8.18225438e-04, 1.07870904e-01, 5.36539353e-03, 1.08300434e-01, 8.39572306e-03, 2.34994147e-03, 2.53673232e-03, 9.82626951e-02, 7.78538819e-03, 1.06022375e-01, 3.52866499e-05, 4.84117895e-04, 6.44797079e-03, 7.77096295e-04, 2.64223143e-05, 7.27659314e-02, 5.15169504e-03, 6.27718845e-02, 3.42332737e-04, 6.54574403e-02
3.18309886e-01, 1.27343378e-05, 3.13222169e-01, 1.58483525e-03, 6.59277804e-03, 8.29926895e-04, 1.07885412e-01, 5.43975454e-03, 1.08319331e-01, 8.51226503e-03, 2.37129541e-03, 2.57185515e-03, 9.81883252e-02, 7.90255713e-03, 1.06066929e-01, 3.73613302e-05, 4.71249281e-04, 6.55689765e-03, 7.90884876e-04, 2.66474549e-05, 7.28864781e-02, 5.23828998e-03, 6.27019927e-02, 3.43878974e-04, 6.54642351e-02
3.18309886e-01, 2.45910540e-05, 3.15849754e-01, 3.74171080e-03, 7.08523852e-03, 2.94277412e-03, 1.02933164e-01, 8.29025488e-03, 1.07056577e-01, 4.36891210e-03, 1.01656625e-02, 3.32551558e-03, 9.94119241e-02, 4.80158519e-03, 1.02029567e-01, 1.02244001e-03, 5.54262780e-03, 6.84461470e-03, 4.93640815e-03, 7.97559841e-04, 6.50731452e-02, 2.93918194e-03, 6.68975801e-02, 3.74741064e-03, 6.54064411e-02
3.18309886e-01, 2.45880929e-05, 3.15854905e-01, 3.72404101e-03, 7.02999909e-03, 2.93331180e-03, 1.02959510e-01, 8.23627881e-03, 1.07044369e-01, 4.32665759e-03, 1.01150883e-02, 3.29438656e-03, 9.94768398e-02, 4.76185155e-03, 1.02019793e-01, 1.02833586e-03, 5.48300513e-03, 6.80262731e-03, 4.93881224e-03, 8.03539994e-04, 6.50539602e-02, 2.93931816e-03, 6.68593643e-02, 3.76402772e-03, 6.53987319e-02
3.18309886e-01, 1.27329224e-05, 3.12686203e-01, 1.53489478e-03, 6.52320918e-03, 9.19794004e-04, 1.09703772e-01, 5.36788138e-03, 1.08213214e-01, 9.43120587e-03, 3.56425954e-03, 2.40231978e-03, 1.00660383e-01, 8.35713784e-03, 1.05634822e-01, 1.58847101e-04, 2.84263368e-03, 7.41900721e-03, 1.70307433e-03, 5.73120773e-05, 7.20045460e-02, 7.30136942e-03, 6.35915690e-02, 1.13958013e-03, 6.55159601e-02
3.18309886e-01, 2.44955511e-05, 3.19296631e-01, 4.60580586e-03, 1.11758718e-03, 4.81242318e-03, 1.03912269e-01, 3.42657341e-03, 1.03487193e-01, 6.47518516e-04, 8.91043904e-03, 1.02459483e-03, 1.07376434e-01, 3.68128749e-03, 9.90169512e-02, 4.04102097e-03, 1.77140346e-04, 2.10449540e-03, 6.69416526e-03, 3.80578268e-03, 6.33389169e-02, 1.76610444e-03, 6.48348834e-02, 6.74284188e-03, 6.22014663e-02
3.18309886e-01, 2.44908146e-05, 3.19258113e-01, 4.55341191e-03, 1.08407457e-03, 4.76037469e-03, 1.03959969e-01, 3.36700742e-03, 1.03524918e-01, 6.57763076e-04, 8.78903146e-03, 1.02272324e-03, 1.07383620e-01, 3.67754742e-03, 9.90854901e-02, 4.00235314e-03, 1.76055017e-04, 2.13757469e-03, 6.62733552e-03, 3.76806909e-03, 6.33876548e-02, 1.71064160e-03, 6.47701463e-02, 6.68463313e-03, 6.22301942e-02
3.18309886e-01, 1.27558031e-05, 3.14259017e-01, 2.42793549e-03, 6.51411712e-03, 1.79982993e-03, 1.05998103e-01, 6.72086000e-03, 1.07812961e-01, 6.41915716e-03, 7.66784260e-03, 3.06620691e-03, 9.92204809e-02, 6.67575375e-03, 1.03440787e-01, 6.22169838e-04, 2.61811980e-03, 7.73318866e-03, 3.80620626e-03, 4.00540923e-04, 6.84126842e-02, 2.57205067e-03, 6.92980197e-02, 2.98013470e-03, 6.57909555e-02
3.18309886e-01, 1.27517474e-05, 3.14340388e-01, 2.40268844e-03, 6.35891155e-03, 1.78849894e-03, 1.05869201e-01, 6.62468035e-03, 1.07794996e-01, 6.13950822e-03, 7.56125086e-03, 3.01296240e-03, 9.92282791e-02, 6.47729531e-03, 1.03457421e-01, 6.18285489e-04, 2.81373886e-03, 7.62926725e-03, 3.80232722e-03, 3.97320845e-04, 6.81771305e-02, 2.26675048e-03, 6.91745129e-02, 2.97550531e-03, 6.57733980e-02
